adoc_file,line_number,excerpt,parameter_name,named,class,value_type,confidence,modal_signal,validation,notes
machine.adoc,679,an implementation may make SBE be a read-only copy of MBE.,S_MODE_ENDIANNESS,yes,NORM_CSR_RW,enum,high,an implementation may make SBE be a read-only copy,KEEP,
machine.adoc,681,an implementation may make UBE be a read-only copy of either MBE or SBE.,U_MODE_ENDIANNESS,yes,NORM_CSR_RW,enum,high,an implementation may make UBE be a read-only copy,KEEP,
machine.adoc,1217,"The `mtvec` register must always be implemented, but can contain a read-only value.",MTVEC_ACCESS,yes,NORM_CSR_RW,binary,high,can contain a read-only value,KEEP,
machine.adoc,1219,"If `mtvec` is writable, the set of values the register may hold can vary by implementation.",MTVEC_MODES,yes,NORM_CSR_WARL,set,high,the set of values the register may hold can vary by implementation,KEEP,
machine.adoc,1310,"An implementation can choose to subset the delegatable traps, with the supported delegatable bits found by writing one to every bit location, then reading back the value in `medeleg` or `mideleg` to see which bit positions hold a one.",DELEGATABLE_EXCEPTIONS,no,NORM_CSR_WARL,bitmask,high,An implementation can choose to subset the delegatable traps,KEEP,newly discovered
machine.adoc,1395,Each individual bit in register `mip` may be writable or may be read-only.,MIP_WRITABLE_BITS,no,NORM_CSR_RW,bitmask,high,may be writable or may be read-only,KEEP,newly discovered
machine.adoc,1672,an implementation may make any subset of the counters read-only zero.,COUNTINHIBIT_EN,yes,NORM_CSR_RW,bitmask,high,an implementation may make any subset of the counters read-only zero,KEEP,
machine.adoc,1672,"all fields are *WARL* and may be read-only zero, indicating reads to the corresponding counter will cause an illegal-instruction exception when executing in a less-privileged mode.",MCOUNTEREN_FLDS_RDONLY0,no,NORM_CSR_RW,bitmask,high,may be read-only zero,KEEP,newly discovered
machine.adoc,2079,The `mtval` register can optionally also be used to return the faulting instruction bits on an illegal-instruction exception.,REPORT_ENCODING_IN_MTVAL_ON_ILLEGAL_INSTRUCTION,yes,NORM_DIRECT,binary,high,can optionally also be used to return the faulting instruction bits,KEEP,
machine.adoc,2186,"If S-mode is not supported, or if `satp`.MODE is read-only zero (always Bare), the implementation may make FIOM read-only zero.",MENVCFG_FIOM_IMPLEMENTED,no,NORM_CSR_RW,binary,high,the implementation may make FIOM read-only zero,KEEP,newly discovered
machine.adoc,2756,"WFI is available in all privileged modes, and optionally available to U-mode.",WFI_AVAILABLE_U_MODE,no,NORM_DIRECT,binary,high,optionally available to U-mode,KEEP,newly discovered
machine.adoc,3349,"Optionally, PMP checks may additionally apply to M-mode accesses, in which case the PMP registers themselves are locked, so that even M-mode software cannot change them until the hart is reset.",PMP_MMODE_ENFORCEMENT,no,NORM_DIRECT,binary,high,"Optionally, PMP checks may additionally apply to M-mode accesses",KEEP,newly discovered
machine.adoc,3359,"Implementations may implement zero, 16, or 64 PMP entries; the lowest-numbered PMP entries must be implemented first.",NUM_PMP_ENTRIES,yes,NORM_DIRECT,enum,high,"may implement zero, 16, or 64 PMP entries",KEEP,
machine.adoc,3360,All PMP CSR fields are WARL and may be read-only zero.,PMP_CSR_ACCESS,no,NORM_CSR_RW,bitmask,high,may be read-only zero,KEEP,newly discovered
machine.adoc,3395,"Not all physical address bits may be implemented, and so the `pmpaddr` registers are WARL.",PMPADDR_WARL_MASK,no,NORM_CSR_WARL,bitmask,high,Not all physical address bits may be implemented,KEEP,newly discovered
priv-csrs.adoc,12,"an implementation may contain additional CSRs, accessible by some subset of the privilege levels using the CSR instructions described in Volume I.",ADDITIONAL_CSRS,no,NORM_DIRECT,set,high,may contain additional CSRs,KEEP,newly discovered
priv-intro.adoc,134,"Implementations might provide anywhere from 1 to 3 privilege modes trading off reduced isolation for lower implementation cost, as shown in <<norm:priv-combs-tbl>>.",NUM_PRIVILEGE_MODES,no,NORM_DIRECT,enum,high,might provide anywhere from 1 to 3 privilege modes,KEEP,newly discovered
priv-intro.adoc,185,Implementations may also include a debug mode to support off-chip debugging and/or manufacturing test.,DEBUG_MODE_IMPLEMENTED,no,NORM_DIRECT,binary,high,may also include a debug mode,KEEP,newly discovered
rnmi.adoc,62,"Prior to writing `mnepc`, implementations may convert an invalid address into some other invalid address that `mnepc` is capable of holding.",MNEPC_INVALID_ADDRESS_CONVERSION,no,NORM_DIRECT,binary,high,implementations may convert an invalid address,KEEP,newly discovered
scalar-crypto.adoc,3572,An implementation may safely set reserved and custom bits to zeros.,SEED_CSR_RESERVED_BITS,no,NORM_DIRECT,value,high,may safely set reserved and custom bits to zeros,KEEP,newly discovered
scalar-crypto.adoc,3750,"Implementations may implement `mseccfg` such that `[s,u]seed` is a read-only constant value `0`.",MSECCFG_SEED_BITS_RW,no,NORM_CSR_RW,binary,high,"may implement `mseccfg` such that `[s,u]seed` is a read-only constant value",KEEP,newly discovered
smcdeleg.adoc,58,`hpmevent__i__` may represent a subset of the state accessed by the `mhpmevent__i__` register.,HPMEVENT_SUBSET_REPRESENTATION,no,NORM_DIRECT,binary,high,may represent a subset,KEEP,newly discovered
smcdeleg.adoc,62,"Likewise, `cyclecfg` and `instretcfg` may represent a subset of the state accessed by the `mcyclecfg` and `minstretcfg` registers, respectively.",CYCLECFG_INSTRETCFG_SUBSET_REPRESENTATION,no,NORM_DIRECT,binary,high,may represent a subset,KEEP,newly discovered
smctr.adoc,108,"All fields are optional except for M, S, U, and BPFRZ.  All unimplemented fields are read-only 0, while all implemented fields are writable.  If the Sscofpmf extension is implemented, LCOFIFRZ must be writable.",MCTRCTL_CORSWAPINH_IMPLEMENTED,yes,NORM_CSR_RW,binary,high,"All fields are optional except for M, S, U, and BPFRZ",KEEP,
smctr.adoc,108,"All fields are optional except for M, S, U, and BPFRZ.  All unimplemented fields are read-only 0, while all implemented fields are writable.  If the Sscofpmf extension is implemented, LCOFIFRZ must be writable.",MCTRCTL_CUSTOM_IMPLEMENTED,yes,NORM_CSR_RW,binary,high,"All fields are optional except for M, S, U, and BPFRZ",KEEP,
smctr.adoc,108,"All fields are optional except for M, S, U, and BPFRZ.  All unimplemented fields are read-only 0, while all implemented fields are writable.  If the Sscofpmf extension is implemented, LCOFIFRZ must be writable.",MCTRCTL_DIRCALLINH_IMPLEMENTED,yes,NORM_CSR_RW,binary,high,"All fields are optional except for M, S, U, and BPFRZ",KEEP,
smctr.adoc,108,"All fields are optional except for M, S, U, and BPFRZ.  All unimplemented fields are read-only 0, while all implemented fields are writable.  If the Sscofpmf extension is implemented, LCOFIFRZ must be writable.",MCTRCTL_DIRJMPINH_IMPLEMENTED,yes,NORM_CSR_RW,binary,high,"All fields are optional except for M, S, U, and BPFRZ",KEEP,
smctr.adoc,108,"All fields are optional except for M, S, U, and BPFRZ.  All unimplemented fields are read-only 0, while all implemented fields are writable.  If the Sscofpmf extension is implemented, LCOFIFRZ must be writable.",MCTRCTL_DIRLJMPINH_IMPLEMENTED,yes,NORM_CSR_RW,binary,high,"All fields are optional except for M, S, U, and BPFRZ",KEEP,
smctr.adoc,108,"All fields are optional except for M, S, U, and BPFRZ.  All unimplemented fields are read-only 0, while all implemented fields are writable.  If the Sscofpmf extension is implemented, LCOFIFRZ must be writable.",MCTRCTL_EXCINH_IMPLEMENTED,yes,NORM_CSR_RW,binary,high,"All fields are optional except for M, S, U, and BPFRZ",KEEP,
smctr.adoc,108,"All fields are optional except for M, S, U, and BPFRZ.  All unimplemented fields are read-only 0, while all implemented fields are writable.  If the Sscofpmf extension is implemented, LCOFIFRZ must be writable.",MCTRCTL_INDCALLINH_IMPLEMENTED,yes,NORM_CSR_RW,binary,high,"All fields are optional except for M, S, U, and BPFRZ",KEEP,
smctr.adoc,108,"All fields are optional except for M, S, U, and BPFRZ.  All unimplemented fields are read-only 0, while all implemented fields are writable.  If the Sscofpmf extension is implemented, LCOFIFRZ must be writable.",MCTRCTL_INDJMPINH_IMPLEMENTED,yes,NORM_CSR_RW,binary,high,"All fields are optional except for M, S, U, and BPFRZ",KEEP,
smctr.adoc,108,"All fields are optional except for M, S, U, and BPFRZ.  All unimplemented fields are read-only 0, while all implemented fields are writable.  If the Sscofpmf extension is implemented, LCOFIFRZ must be writable.",MCTRCTL_INDLJMPINH_IMPLEMENTED,yes,NORM_CSR_RW,binary,high,"All fields are optional except for M, S, U, and BPFRZ",KEEP,
smctr.adoc,108,"All fields are optional except for M, S, U, and BPFRZ.  All unimplemented fields are read-only 0, while all implemented fields are writable.  If the Sscofpmf extension is implemented, LCOFIFRZ must be writable.",MCTRCTL_INTRINH_IMPLEMENTED,yes,NORM_CSR_RW,binary,high,"All fields are optional except for M, S, U, and BPFRZ",KEEP,
smctr.adoc,108,"All fields are optional except for M, S, U, and BPFRZ.  All unimplemented fields are read-only 0, while all implemented fields are writable.  If the Sscofpmf extension is implemented, LCOFIFRZ must be writable.",MCTRCTL_MTE_IMPLEMENTED,yes,NORM_CSR_RW,binary,high,"All fields are optional except for M, S, U, and BPFRZ",KEEP,
smctr.adoc,108,"All fields are optional except for M, S, U, and BPFRZ.  All unimplemented fields are read-only 0, while all implemented fields are writable.  If the Sscofpmf extension is implemented, LCOFIFRZ must be writable.",MCTRCTL_NTBREN_IMPLEMENTED,yes,NORM_CSR_RW,binary,high,"All fields are optional except for M, S, U, and BPFRZ",KEEP,
smctr.adoc,108,"All fields are optional except for M, S, U, and BPFRZ.  All unimplemented fields are read-only 0, while all implemented fields are writable.  If the Sscofpmf extension is implemented, LCOFIFRZ must be writable.",MCTRCTL_RASEMU_IMPLEMENTED,yes,NORM_CSR_RW,binary,high,"All fields are optional except for M, S, U, and BPFRZ",KEEP,
smctr.adoc,108,"All fields are optional except for M, S, U, and BPFRZ.  All unimplemented fields are read-only 0, while all implemented fields are writable.  If the Sscofpmf extension is implemented, LCOFIFRZ must be writable.",MCTRCTL_RETINH_IMPLEMENTED,yes,NORM_CSR_RW,binary,high,"All fields are optional except for M, S, U, and BPFRZ",KEEP,
smctr.adoc,108,"All fields are optional except for M, S, U, and BPFRZ.  All unimplemented fields are read-only 0, while all implemented fields are writable.  If the Sscofpmf extension is implemented, LCOFIFRZ must be writable.",MCTRCTL_STE_IMPLEMENTED,yes,NORM_CSR_RW,binary,high,"All fields are optional except for M, S, U, and BPFRZ",KEEP,
smctr.adoc,108,"All fields are optional except for M, S, U, and BPFRZ.  All unimplemented fields are read-only 0, while all implemented fields are writable.  If the Sscofpmf extension is implemented, LCOFIFRZ must be writable.",MCTRCTL_TKBRINH_IMPLEMENTED,yes,NORM_CSR_RW,binary,high,"All fields are optional except for M, S, U, and BPFRZ",KEEP,
smctr.adoc,108,"All fields are optional except for M, S, U, and BPFRZ.  All unimplemented fields are read-only 0, while all implemented fields are writable.  If the Sscofpmf extension is implemented, LCOFIFRZ must be writable.",MCTRCTL_TRETINH_IMPLEMENTED,yes,NORM_CSR_RW,binary,high,"All fields are optional except for M, S, U, and BPFRZ",KEEP,
smctr.adoc,189,It is implementation-specific which DEPTH value(s) are supported.,SCTRDEPTH_SUPPORTED_VALUES,no,NORM_CSR_WARL,set,high,implementation-specific which DEPTH value(s) are supported,KEEP,newly discovered
smctr.adoc,295,The optional MISP bit is set by the hardware when the recorded transfer is an instruction whose target or taken/not-taken direction was mispredicted by the branch predictor. MISP is read-only 0 when not implemented.,CTRTARGET_MISP_IMPLEMENTED,no,NORM_CSR_RW,binary,high,The optional MISP bit,KEEP,newly discovered
smctr.adoc,315,"This register must be implemented, though all fields within it are optional.",CTRDATA_CCV_IMPLEMENTED,no,NORM_CSR_RW,binary,high,all fields within it are optional,KEEP,newly discovered; over-decomposition: 3 new params share one excerpt — review
smctr.adoc,315,"This register must be implemented, though all fields within it are optional.",CTRDATA_CC_IMPLEMENTED,no,NORM_CSR_RW,binary,high,all fields within it are optional,KEEP,newly discovered; over-decomposition: 3 new params share one excerpt — review
smctr.adoc,315,"This register must be implemented, though all fields within it are optional.",CTRDATA_TYPE_IMPLEMENTED,no,NORM_CSR_RW,binary,high,all fields within it are optional,KEEP,newly discovered; over-decomposition: 3 new params share one excerpt — review
smctr.adoc,612,The `ctrdata` register may optionally include a count of CPU cycles elapsed since the prior CTR record.,CTR_CYCLE_COUNTING_SUPPORTED,no,NORM_DIRECT,binary,high,may optionally include a count of CPU cycles,KEEP,newly discovered
smctr.adoc,638,"An implementation that supports cycle counting must implement CCV and all CCM bits, but may implement 0..4 exponent bits in CCE.",CTR_CCE_WIDTH,no,NORM_DIRECT,range,high,may implement 0..4 exponent bits in CCE,KEEP,newly discovered
smctr.adoc,669,"When the optional `__x__ctrctl`.RASEMU bit is implemented and set to 1, transfer recording behavior is altered to emulate the behavior of a return-address stack (RAS).",CTR_RASEMU_SUPPORTED,no,NORM_DIRECT,binary,high,When the optional `__x__ctrctl`.RASEMU bit is implemented,KEEP,newly discovered
smstateen.adoc,103,"When a `stateen` CSR prevents access to state for a privilege mode, attempting to execute in that privilege mode an instruction that _implicitly_ updates the state without reading it may or may not raise an illegal-instruction or virtual-instruction exception.",STATEEN_IMPLICIT_UPDATE_EXCEPTION,no,NORM_DIRECT,binary,high,may or may not raise an illegal-instruction or virtual-instruction exception,KEEP,newly discovered
smstateen.adoc,134,"Each standard-defined bit of a `stateen` CSR is WARL and may be read-only zero or one, subject to the following conditions.",MSTATEEN_AIA_TYPE,yes,NORM_CSR_RW,binary,high,may be read-only zero or one,KEEP,
supervisor.adoc,134,"When SXLEN=64, it is a *WARL* field that encodes the current value of UXLEN. In particular, an implementation may make UXL be a read-only field whose value always ensures that UXLEN=SXLEN.",SSTATUS_UXL_ACCESS,no,NORM_CSR_RW,binary,high,an implementation may make UXL be a read-only field,KEEP,newly discovered
supervisor.adoc,149,"When such a HINT is executed with XLEN < SXLEN and bits SXLEN..XLEN of the destination register not all equal to bit XLEN-1, it is implementation-defined whether bits SXLEN..XLEN of the destination register are unchanged or are overwritten with copies of bit XLEN-1.",HINT_SXLEN_BEHAVIOR,no,NORM_DIRECT,binary,high,it is implementation-defined whether bits SXLEN..XLEN of the destination register are unchanged or are overwritten,KEEP,newly discovered
supervisor.adoc,221,An implementation may make UBE be a read-only field that always specifies the same endianness as for S-mode.,SSTATUS_UBE_ACCESS,no,NORM_CSR_RW,binary,high,An implementation may make UBE be a read-only field,KEEP,newly discovered
supervisor.adoc,434,Each individual bit in register `sip` may be writable or may be read-only.,SIP_BITS_ACCESS,no,NORM_CSR_RW,bitmask,high,may be writable or may be read-only,KEEP,newly discovered
supervisor.adoc,520,"Each standard interrupt type (SEI, STI, SSI, or LCOFI) may not be implemented, in which case the corresponding interrupt-pending and interrupt-enable bits are read-only zeros.",STANDARD_INTERRUPT_SUPPORT,no,NORM_CSR_RW,bitmask,high,may not be implemented,KEEP,newly discovered
supervisor.adoc,574,"However, any of the bits may be read-only zero, indicating reads to the corresponding counter will cause an exception when executing in U-mode.",SCOUNTENABLE_EN,yes,NORM_CSR_RW,bitmask,high,any of the bits may be read-only zero,KEEP,
supervisor.adoc,720,The `stval` register can optionally also be used to return the faulting instruction bits on an illegal-instruction exception (`sepc` points to the faulting instruction in memory).,REPORT_ENCODING_IN_STVAL_ON_ILLEGAL_INSTRUCTION,yes,NORM_DIRECT,binary,high,can optionally also be used to return the faulting instruction bits,KEEP,
supervisor.adoc,1001,"If `satp`.MODE is read-only zero (always Bare), the implementation may make FIOM read-only zero.",SENVCFG_FIOM_ACCESS,no,NORM_CSR_RW,binary,high,the implementation may make FIOM read-only zero,KEEP,newly discovered
supervisor.adoc,1203,"Implementations are not required to support all MODE settings, and if `satp` is written with an unsupported MODE, the entire write has no effect; no fields in `satp` are modified.",SATP_MODE_BARE,yes,NORM_CSR_WARL,set,high,Implementations are not required to support all MODE settings,KEEP,aligned via fuzzy_name to UDB SATP_MODE_BARE
supervisor.adoc,1206,The number of ASID bits is UNSPECIFIED and may be zero.,ASID_WIDTH,yes,NORM_DIRECT,range,high,The number of ASID bits is UNSPECIFIED and may be zero,KEEP,
v-st-ext.adoc,108,Implementations may have a writable `misa.V` field.,MUTABLE_MISA_V,yes,NORM_CSR_RW,binary,high,may have a writable,KEEP,
v-st-ext.adoc,127,"Implementations may also change `mstatus.VS` or `vsstatus.VS` from Initial or Clean to Dirty at any time, even when there is no change in vector state.",HW_MSTATUS_VS_DIRTY_UPDATE,yes,SW_RULE,enum,medium,may also change,KEEP,
v-st-ext.adoc,1547,Implementations may set `vill` in either case.,RESERVED_VILL_SET,no,NORM_DIRECT,binary,high,may set,KEEP,"needs review: multiple UDB matches (RESERVED_VSET_X0X0_VILL_SET, VILL_SET_ON_RESERVED_VTYPE)"
v-st-ext.adoc,2372,"If a trap occurs during access to a segment, it is implementation-defined whether a subset of the faulting segment's accesses are performed before the trap is taken.",VECTOR_LS_SEG_PARTIAL_ACCESS,yes,NORM_DIRECT,binary,high,implementation-defined whether,KEEP,
v-st-ext.adoc,2421,"In both cases, it is implementation-defined whether a subset of the segment is loaded.",VECTOR_FF_SEG_EXCEPTION_PARTIAL_LOAD,yes,NORM_DIRECT,binary,high,implementation-defined whether,KEEP,aligned via fuzzy_name to UDB VECTOR_FF_SEG_EXCEPTION_PARTIAL_LOAD
v-st-ext.adoc,2598,Implementations are allowed to raise a misaligned address exception on whole register loads and stores if the base address is not naturally aligned to the larger of the size of the encoded EEW in bytes (EEW/8) or the implementation's smallest supported SEW size in bytes (SEW~MIN~/8).,VECTOR_LS_WHOLEREG_MISALIGNED_LEGAL,yes,NORM_DIRECT,binary,high,are allowed to raise,KEEP,aligned via fuzzy_name to UDB VECTOR_LS_WHOLEREG_MISALIGNED_LEGAL
zalasr.adoc,23,"The misaligned atomicity granule PMA, defined in Volume II of this manual, optionally relaxes this alignment requirement.",ZALASR_MISALIGNED_ATOMICITY_GRANULE,no,NORM_DIRECT,binary,high,optionally relaxes this alignment requirement,KEEP,newly discovered
zawrs.adoc,30,`WRS.STO` (WRS-with-short-timeout) is provided that works like `WRS.NTO` but bounds the stall duration to an implementation-define short timeout such that the stall is terminated on the timeout if no other conditions have occurred to terminate the stall.,ZAWRS_WRS_STO_TIMEOUT_DURATION,no,NORM_DIRECT,value,high,implementation-define short timeout,KEEP,newly discovered
zawrs.adoc,72,"When the `TW` (Timeout Wait) bit in `mstatus` is set and `WRS.NTO` is executed in any privilege mode other than M mode, and it does not complete within an implementation-specific bounded time limit, the `WRS.NTO` instruction will cause an illegal-instruction exception.",ZAWRS_WRS_NTO_TW_TIMEOUT,no,NORM_DIRECT,value,high,implementation-specific bounded time limit,KEEP,newly discovered
zawrs.adoc,76,"When executing in VS or VU mode, if the `VTW` bit is set in `hstatus`, the `TW` bit in `mstatus` is clear, and the `WRS.NTO` does not complete within an implementation-specific bounded time limit, the `WRS.NTO` instruction will cause a virtual-instruction exception.",ZAWRS_WRS_NTO_VTW_TIMEOUT,no,NORM_DIRECT,value,high,implementation-specific bounded time limit,KEEP,newly discovered
zc.adoc,2438,"If Zcmt is implemented then jvt must also be implemented, but can contain a read-only value.",JVT_READ_ONLY,yes,NORM_CSR_RW,binary,high,can contain a read-only value,KEEP,
zc.adoc,2439,"If jvt is writable, the set of values the register may hold can vary by implementation.",JVT_BASE_MASK,yes,NORM_CSR_WARL,bitmask,high,the set of values the register may hold can vary by implementation,KEEP,
zicsr.adoc,244,"The hardware platform may define that accesses to certain CSRs are strongly ordered, as defined by the Memory-Ordering PMAs section in Volume II of this manual.",CSR_STRONGLY_ORDERED,no,NORM_DIRECT,set,high,may define that accesses to certain CSRs are strongly ordered,KEEP,newly discovered
zpm.adoc,14,The tag checks themselves can be implemented in software or hardware.,PM_TAG_CHECK_IMPLEMENTATION,no,NORM_DIRECT,binary,high,can be implemented in software or hardware,KEEP,newly discovered
a-st-ext.adoc,102,"If the address is not naturally aligned, an address-misaligned exception or an access-fault exception will be generated. The access-fault exception can be generated for a memory access that would otherwise be able to complete except for the misalignment, if the misaligned access should not be emulated.",LRSC_MISALIGNED_BEHAVIOR,yes,NORM_DIRECT,enum,medium,can be generated ... if the misaligned access should not be emulated,REVIEW_NO_MODAL,
a-st-ext.adoc,115,"An SC may succeed only if no store from another hart to the reservation set can be observed to have occurred between the LR and the SC, and if there is no other SC between the LR and itself in program order.",LRSC_FAIL_ON_NON_EXACT_LRSC,yes,NORM_DIRECT,binary,medium,may succeed only if,REVIEW_NO_MODAL,
a-st-ext.adoc,344,"If the address is not naturally aligned, an address-misaligned exception or an access-fault exception will be generated. The access-fault exception can be generated for a memory access that would otherwise be able to complete except for the misalignment, if the misaligned access should not be emulated.",MISALIGNED_AMO,yes,NORM_DIRECT,enum,medium,can be generated ... if the misaligned access should not be emulated,REVIEW_NO_MODAL,
cmo.adoc,598,"Each `x{csrname}` register is WARL; however, software should determine the legal values from the execution environment discovery mechanism.",XENVCFG_LEGAL_VALUES,no,NORM_CSR_WARL,set,high,Each `x{csrname}` register is WARL,REVIEW_NO_MODAL,"needs review: multiple UDB matches (MSTATUS_FS_LEGAL_VALUES, MSTATUS_VS_LEGAL_VALUES)"
counters.adoc,189,"The implemented number and width of these additional counters, and the set of events they count, are platform-specific.",HPM_COUNTER_EN,yes,NORM_DIRECT,bitmask,high,platform-specific,REVIEW_NO_MODAL,
counters.adoc,189,"The implemented number and width of these additional counters, and the set of events they count, are platform-specific.",HPM_EVENTS,yes,NORM_DIRECT,set,high,platform-specific,REVIEW_NO_MODAL,
d-st-ext.adoc,11,"The D extension widens the 32 floating-point registers, `f0-f31`, to 64 bits (FLEN=64 in <<fprs>>).",FLEN,no,NORM_DIRECT,value,medium,implementer sets FLEN to 64 when D extension is supported,REVIEW_NO_MODAL,newly discovered
d-st-ext.adoc,108,FLD and FSD are only guaranteed to execute atomically if the effective address is naturally aligned and XLEN≥64.,FLD_FSD_ATOMIC_GUARANTEE,no,NORM_DIRECT,binary,medium,are only guaranteed to execute atomically if,REVIEW_NO_MODAL,newly discovered
