type,llm_name,udb_name,match_score,llm_class,udb_class,source_file,notes
CLASS_DISAGREEMENT,MSTATUS_TVM_IMPLEMENTED,MSTATUS_TVM_IMPLEMENTED,1.0,NORM_CSR_RW,NORM_DIRECT,machine.adoc,"LLM says NORM_CSR_RW, UDB says NORM_DIRECT"
CLASS_DISAGREEMENT,MUTABLE_MISA_D,MUTABLE_MISA_D,1.0,NORM_CSR_WARL,NORM_CSR_RW,zfinx.adoc,"LLM says NORM_CSR_WARL, UDB says NORM_CSR_RW"
CLASS_DISAGREEMENT,MUTABLE_MISA_F,MUTABLE_MISA_F,1.0,NORM_CSR_WARL,NORM_CSR_RW,zfinx.adoc,"LLM says NORM_CSR_WARL, UDB says NORM_CSR_RW"
CLASS_DISAGREEMENT,MUTABLE_MISA_Q,MUTABLE_MISA_Q,1.0,NORM_CSR_WARL,NORM_CSR_RW,zfinx.adoc,"LLM says NORM_CSR_WARL, UDB says NORM_CSR_RW"
CLASS_DISAGREEMENT,SV39_VSMODE_TRANSLATION,SV39_VSMODE_TRANSLATION,1.0,NORM_CSR_WARL,NORM_DIRECT,supervisor.adoc,"LLM says NORM_CSR_WARL, UDB says NORM_DIRECT"
CLASS_DISAGREEMENT,SV48_VSMODE_TRANSLATION,SV48_VSMODE_TRANSLATION,1.0,NORM_CSR_WARL,NORM_DIRECT,supervisor.adoc,"LLM says NORM_CSR_WARL, UDB says NORM_DIRECT"
CLASS_DISAGREEMENT,SV57_VSMODE_TRANSLATION,SV57_VSMODE_TRANSLATION,1.0,NORM_CSR_WARL,NORM_DIRECT,supervisor.adoc,"LLM says NORM_CSR_WARL, UDB says NORM_DIRECT"
CLASS_DISAGREEMENT,SXLEN,SXLEN,1.0,NORM_CSR_WARL,NORM_DIRECT,machine.adoc,"LLM says NORM_CSR_WARL, UDB says NORM_DIRECT"
CLASS_DISAGREEMENT,UXLEN,UXLEN,1.0,NORM_CSR_WARL,NORM_DIRECT,machine.adoc,"LLM says NORM_CSR_WARL, UDB says NORM_DIRECT"
CLASS_DISAGREEMENT,VSATP_MODE_UNSUPPORTED_V0,IGNORE_INVALID_VSATP_MODE_WRITES_WHEN_V_EQ_ZERO,1.0,NORM_DIRECT,NORM_CSR_WARL,hypervisor.adoc,"LLM says NORM_DIRECT, UDB says NORM_CSR_WARL"
UDB_RECALL_MISS_DEBUG,,DBG_HCONTEXT_WIDTH,0.0,,NORM_CSR_WARL,,Specifies the size of HCONTEXT
UDB_RECALL_MISS_DEBUG,,DBG_SCONTEXT_WIDTH,0.0,,NORM_CSR_WARL,,Specifies the size of SCONTEXT
UDB_RECALL_MISS_DEBUG,,DCSR_MPRVEN_TYPE,0.0,,NORM_CSR_RW,,"Implementation of dcsr.MPRVEN is optional.
It may be tied to either 0 or 1.

Behavior of the dcsr.MP"
UDB_RECALL_MISS_DEBUG,,DCSR_STEPIE_TYPE,0.0,,NORM_CSR_RW,,"Implementation of dcsr.STEPIE is optional.
It may be tied to either 0 or 1.

Behavior of the dcsr.ST"
UDB_RECALL_MISS_DEBUG,,DCSR_STOPCOUNT_TYPE,0.0,,NORM_CSR_RW,,"Implementation of dcsr.STOPCOUNT is optional.
It may be tied to either 0 or 1.

Behavior of the dcsr"
UDB_RECALL_MISS_DEBUG,,DCSR_STOPTIME_TYPE,0.0,,NORM_CSR_RW,,"Implementation of dcsr.STOPTIME is optional.
It may be tied to either 0 or 1.

Behavior of the dcsr."
UDB_RECALL_MISS,,FOLLOW_VTYPE_RESET_RECOMMENDATION,0.0,,NORM_DIRECT,,"It is recommended that at reset, vtype.vill is set, the remaining bits in vtype are zero, and vl is "
UDB_RECALL_MISS_DEBUG,,HCONTEXT_AVAILABLE,0.0,,NORM_DIRECT,,Specifies if HCONTEXT is available
UDB_RECALL_MISS,,HCOUNTENABLE_EN,0.0,,NORM_CSR_RW,,"Indicates which counters can delegated via `hcounteren`

An unimplemented counter cannot be specifie"
UDB_RECALL_MISS,,JVT_BASE_TYPE,0.0,,NORM_CSR_WARL,,"Type of the jvt.BASE CSR field. One of:

* mask: jvt.BASE contains one or more implemented bits, whi"
UDB_RECALL_MISS,,MCID_WIDTH,0.0,,NORM_CSR_WARL,,"Number of bits used for the Monitoring Counter ID field (MCID).
Default is 12."
UDB_RECALL_MISS_DEBUG,,MCONTEXT_AVAILABLE,0.0,,NORM_DIRECT,,Specifies if MCONTEXT is available
UDB_RECALL_MISS,,MCOUNTENABLE_EN,0.0,,NORM_CSR_RW,,"Indicates which counters can be delegated via `mcounteren`.

An unimplemented counter cannot be spec"
UDB_RECALL_MISS,,MISALIGNED_LDST_EXCEPTION_PRIORITY,0.0,,NORM_DIRECT,,"The relative priority of a load/store/AMO exception vs. load/store/AMO page-fault
or access-fault ex"
UDB_RECALL_MISS,,MTVAL_WIDTH,0.0,,NORM_DIRECT,,"The number of implemented bits in the `mtval` CSR.
This is the CSR that may be written when a trap i"
UDB_RECALL_MISS,,MTVEC_ILLEGAL_WRITE_BEHAVIOR,0.0,,NORM_CSR_WARL,,"Options:

  retain::
    When either `mtvec.MODE` or `mtvec.BASE` is illegal, `mtvec` will retain it"
UDB_RECALL_MISS,,NUM_EXTERNAL_GUEST_INTERRUPTS,0.0,,NORM_DIRECT,,"Number of supported virtualized guest interrupts

Corresponds to the `GEILEN` parameter in the RVI s"
UDB_RECALL_MISS,,PHYS_ADDR_WIDTH,0.0,,NORM_DIRECT,,Implementation-defined size of the physical address space.
UDB_RECALL_MISS,,PMA_GRANULARITY,0.0,,NORM_DIRECT,,"Generally, for systems with an MMU, should not be smaller than 12,
as that would preclude caching PM"
UDB_RECALL_MISS,,PRECISE_SYNCHRONOUS_EXCEPTIONS,0.0,,NORM_DIRECT,,"If false, any exception not otherwise mandated to precise (e.g., PMP violation)
will cause execution"
UDB_RECALL_MISS,,RCID_WIDTH,0.0,,NORM_CSR_WARL,,"Number of bits used for the Resource Control ID field (RCID).
Default is 12."
UDB_RECALL_MISS,,RVV_VL_WHEN_AVL_LT_DOUBLE_VLMAX,0.0,,NORM_DIRECT,,The value assigned to VL when AVL < 2*VLMAX.
UDB_RECALL_MISS,,STVAL_WIDTH,0.0,,NORM_DIRECT,,"The number of implemented bits in `stval`.

Must be greater than or equal to _max_(`PHYS_ADDR_WIDTH`"
UDB_RECALL_MISS,,STVEC_MODE_DIRECT,0.0,,NORM_CSR_WARL,,Whether or not `stvec.MODE` supports Direct (0).
UDB_RECALL_MISS,,STVEC_MODE_VECTORED,0.0,,NORM_CSR_WARL,,Whether or not `stvec.MODE` supports Vectored (1).
UDB_RECALL_MISS,,SV32X4_TRANSLATION,0.0,,NORM_CSR_WARL,,Whether or not Sv32x4 translation mode is supported.
UDB_RECALL_MISS,,SV32_VSMODE_TRANSLATION,0.0,,NORM_DIRECT,,"Whether or not Sv32 translation is supported in first-stage (VS-stage)
translation."
UDB_RECALL_MISS,,SV39X4_TRANSLATION,0.0,,NORM_CSR_WARL,,Whether or not Sv39x4 translation mode is supported.
UDB_RECALL_MISS,,SV48X4_TRANSLATION,0.0,,NORM_CSR_WARL,,Whether or not Sv48x4 translation mode is supported.
UDB_RECALL_MISS,,SV57X4_TRANSLATION,0.0,,NORM_CSR_WARL,,Whether or not Sv57x4 translation mode is supported.
UDB_RECALL_MISS,,TIME_CSR_IMPLEMENTED,0.0,,NORM_DIRECT,,"Whether or not a real hardware `time` CSR exists. Implementations can either provide a real
CSR or e"
UDB_RECALL_MISS,,TINST_VALUE_ON_BREAKPOINT,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a Breakpoint exception from VU/VS-mode.

Possible values:
  * ""a"
UDB_RECALL_MISS,,TINST_VALUE_ON_FINAL_INSTRUCTION_GUEST_PAGE_FAULT,0.0,,NORM_CSR_RW,,"Value to write into htval/mtval2 when there is a guest page fault on a final translation.

Possible "
UDB_RECALL_MISS,,TINST_VALUE_ON_FINAL_LOAD_GUEST_PAGE_FAULT,0.0,,NORM_CSR_RW,,"Value to write into htval/mtval2 when there is a guest page fault on a final translation.

Possible "
UDB_RECALL_MISS,,TINST_VALUE_ON_FINAL_STORE_AMO_GUEST_PAGE_FAULT,0.0,,NORM_CSR_RW,,"Value to write into htval/mtval2 when there is a guest page fault on a final translation.

Possible "
UDB_RECALL_MISS,,TINST_VALUE_ON_INSTRUCTION_ADDRESS_MISALIGNED,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst when there is an instruction address misaligned exception.

Possibl"
UDB_RECALL_MISS,,TINST_VALUE_ON_LOAD_ACCESS_FAULT,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on an AccessFault exception from VU/VS-mode.

Possible values:
  * "
UDB_RECALL_MISS,,TINST_VALUE_ON_LOAD_ADDRESS_MISALIGNED,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a VirtualInstruction exception from VU/VS-mode.

Possible values"
UDB_RECALL_MISS,,TINST_VALUE_ON_LOAD_PAGE_FAULT,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a LoadPageFault exception from VU/VS-mode.

Possible values:
  *"
UDB_RECALL_MISS,,TINST_VALUE_ON_MCALL,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a MCall exception from VU/VS-mode.

Possible values:
  * ""always"
UDB_RECALL_MISS,,TINST_VALUE_ON_SCALL,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a SCall exception from VU/VS-mode.

Possible values:
  * ""always"
UDB_RECALL_MISS,,TINST_VALUE_ON_STORE_AMO_ACCESS_FAULT,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on an AccessFault exception from VU/VS-mode.

Possible values:
  * "
UDB_RECALL_MISS,,TINST_VALUE_ON_STORE_AMO_ADDRESS_MISALIGNED,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a VirtualInstruction exception from VU/VS-mode.

Possible values"
UDB_RECALL_MISS,,TINST_VALUE_ON_STORE_AMO_PAGE_FAULT,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a StoreAmoPageFault exception from VU/VS-mode.

Possible values:"
UDB_RECALL_MISS,,TINST_VALUE_ON_UCALL,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a UCall exception from VU/VS-mode.

Possible values:
  * ""always"
UDB_RECALL_MISS,,TINST_VALUE_ON_VIRTUAL_INSTRUCTION,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a VirtualInstruction exception from VU/VS-mode.

Possible values"
UDB_RECALL_MISS,,TINST_VALUE_ON_VSCALL,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a VSCall exception from VU/VS-mode.

Possible values:
  * ""alway"
UDB_RECALL_MISS,,TRAP_ON_EBREAK,0.0,,NORM_DIRECT,,"The spec states that implementations may handle EBREAKs transparently
without raising a trap, in whi"
UDB_RECALL_MISS,,TRAP_ON_ECALL_FROM_M,0.0,,NORM_DIRECT,,"The spec states that implementations may handle ECALLs transparently
without raising a trap, in whic"
UDB_RECALL_MISS,,TRAP_ON_ECALL_FROM_S,0.0,,NORM_DIRECT,,"Whether or not an ECALL-from-S-mode causes a synchronous exception.

The spec states that implementa"
UDB_RECALL_MISS,,TRAP_ON_ECALL_FROM_U,0.0,,NORM_DIRECT,,"Whether or not an ECALL-from-U-mode causes a synchronous exception.

The spec states that implementa"
UDB_RECALL_MISS,,TRAP_ON_ECALL_FROM_VS,0.0,,NORM_DIRECT,,"Whether or not an ECALL-from-VS-mode causes a synchronous exception.

The spec states that implement"
UDB_RECALL_MISS,,VSSTAGE_MODE_BARE,0.0,,NORM_DIRECT,,Whether or not writing mode=Bare is supported in the `vsatp` register.
UDB_RECALL_MISS,,VSTVEC_MODE_DIRECT,0.0,,NORM_CSR_WARL,,Whether or not `vstvec.MODE` supports Direct (0).
UDB_RECALL_MISS,,VSTVEC_MODE_VECTORED,0.0,,NORM_CSR_WARL,,Whether or not `stvec.MODE` supports Vectored (1).
UDB_RECALL_MISS,,VS_MODE_ENDIANNESS,0.0,,NORM_CSR_RW,,"Endianness of data in VS-mode. Can be one of:

 * little:  VS-mode data is always little endian
 * b"
UDB_RECALL_MISS,,VUXLEN,0.0,,NORM_DIRECT,,"Set of XLENs supported in VU-mode. When both 32 and 64 are supported, VUXLEN can be changed
via `vss"
UDB_RECALL_MISS,,VU_MODE_ENDIANNESS,0.0,,NORM_CSR_RW,,"Endianness of data in VU-mode. Can be one of:

 * little:  VU-mode data is always little endian
 * b"
LLM_NEW_HIGH_CONF,AES32DSI_CONSTANT_TIME,,0.0,NORM_DIRECT,,scalar-crypto.adoc,This instruction must _always_ be implemented such that its execution latency does not depend on the
LLM_NEW_HIGH_CONF,AES32DSMI_CONSTANT_TIME,,0.0,NORM_DIRECT,,scalar-crypto.adoc,This instruction must _always_ be implemented such that its execution latency does not depend on the
LLM_NEW_HIGH_CONF,AES32ESI_CONSTANT_TIME,,0.0,NORM_DIRECT,,scalar-crypto.adoc,This instruction must _always_ be implemented such that its execution latency does not depend on the
LLM_NEW_HIGH_CONF,AES32ESMI_CONSTANT_TIME,,0.0,NORM_DIRECT,,scalar-crypto.adoc,This instruction must _always_ be implemented such that its execution latency does not depend on the
LLM_NEW_HIGH_CONF,AES64DSM_CONSTANT_TIME,,0.0,NORM_DIRECT,,scalar-crypto.adoc,This instruction must _always_ be implemented such that its execution latency does not depend on the
LLM_NEW_HIGH_CONF,AES64DS_CONSTANT_TIME,,0.0,NORM_DIRECT,,scalar-crypto.adoc,This instruction must _always_ be implemented such that its execution latency does not depend on the
LLM_NEW_HIGH_CONF,AES64ESM_CONSTANT_TIME,,0.0,NORM_DIRECT,,scalar-crypto.adoc,This instruction must _always_ be implemented such that its execution latency does not depend on the
LLM_NEW_HIGH_CONF,AES64ES_CONSTANT_TIME,,0.0,NORM_DIRECT,,scalar-crypto.adoc,This instruction must _always_ be implemented such that its execution latency does not depend on the
LLM_NEW_HIGH_CONF,AES64IM_CONSTANT_TIME,,0.0,NORM_DIRECT,,scalar-crypto.adoc,This instruction must _always_ be implemented such that its execution latency does not depend on the
LLM_NEW_HIGH_CONF,AES64KS1I_CONSTANT_TIME,,0.0,NORM_DIRECT,,scalar-crypto.adoc,This instruction must _always_ be implemented such that its execution latency does not depend on the
LLM_NEW_HIGH_CONF,AES64KS2_CONSTANT_TIME,,0.0,NORM_DIRECT,,scalar-crypto.adoc,This instruction must _always_ be implemented such that its execution latency does not depend on the
LLM_NEW_HIGH_CONF,AMOCAS_UNSUCCESSFUL_WRITE_BEHAVIOR,,0.0,NORM_DIRECT,,zacas.adoc,An unsuccessful `AMOCAS.W/D/Q` may either not perform a memory write or may write back the old value
LLM_NEW_HIGH_CONF,BF16_SUBNORMAL_SUPPORT,,0.0,NORM_DIRECT,,bfloat16.adoc,"All of the BF16 instructions in the extensions defined in this specification (i.e., Zfbfmin, Zvfbfmi"
LLM_NEW_HIGH_CONF,CBO_CLEAN_MAY_FLUSH,,0.0,NORM_DIRECT,,cmo.adoc,"When executing a *cbo.clean* instruction, an implementation may instead perform a flush operation"
LLM_NEW_MEDIUM_CONF,CBO_UNSPECIFIED_BEHAVIOR,,0.0,NORM_DIRECT,,cmo.adoc,"If the above constraints are not met, the behavior of a CBO instruction is UNSPECIFIED."
LLM_NEW_HIGH_CONF,CBO_ZERO_ATOMICITY,,0.0,NORM_DIRECT,,cmo.adoc,An implementation may or may not update the entire set of bytes atomically with a single store opera
LLM_NEW_HIGH_CONF,CBO_ZERO_ATOMIC_UPDATE,,0.0,NORM_DIRECT,,cmo.adoc,An implementation may or may not update the entire set of bytes atomically.
LLM_NEW_HIGH_CONF,CBO_ZERO_GRANULARITY,,0.0,NORM_DIRECT,,cmo.adoc,"An implementation may update the bytes in any order and with any granularity and atomicity, includin"
LLM_NEW_HIGH_CONF,CSR_PRIVILEGE_ENCODING,,0.0,NORM_DIRECT,,priv-csrs.adoc,The next two bits (csr[9:8]) encode the lowest privilege level that can access the CSR.
LLM_NEW_HIGH_CONF,CSR_READ_WRITE_ENCODING,,0.0,NORM_DIRECT,,priv-csrs.adoc,"The top two bits (csr[11:10]) indicate whether the register is read/write (`00`,`01`, or `10`) or re"
LLM_NEW_HIGH_CONF,CSR_STRONGLY_ORDERED,,0.0,NORM_DIRECT,,zicsr.adoc,"The hardware platform may define that accesses to certain CSRs are strongly ordered, as defined by t"
LLM_NEW_HIGH_CONF,CTRDATA_CCE_WIDTH,,0.0,NORM_CSR_RW,,smctr.adoc,"An implementation that supports cycle counting must implement CCV and all CCM bits, but may implemen"
LLM_NEW_HIGH_CONF,CTRDATA_FIELD_SUPPORT,,0.0,NORM_CSR_RW,,smctr.adoc,"This register must be implemented, though all fields within it are optional. Unimplemented fields ar"
LLM_NEW_HIGH_CONF,CTRDATA_TYPE_SUPPORT,,0.0,NORM_CSR_RW,,smctr.adoc,Implementations that do not support this field will report 0.
LLM_NEW_HIGH_CONF,CTRTARGET_MISP_SUPPORT,,0.0,NORM_CSR_RW,,smctr.adoc,The optional MISP bit is set by the hardware when the recorded transfer is an instruction whose targ
LLM_NEW_HIGH_CONF,CTR_CYCLE_COUNTING_SUPPORT,,0.0,NORM_DIRECT,,smctr.adoc,The ctrdata register may optionally include a count of CPU cycles elapsed since the prior CTR record
LLM_NEW_HIGH_CONF,CTR_EXTERNAL_TRAP_SUPPORT,,0.0,NORM_DIRECT,,smctr.adoc,"If external trap recording is implemented, mctrctl.MTE and sctrctl.STE must be implemented, while vs"
LLM_NEW_HIGH_CONF,CTR_MAX_DEPTH,,0.0,NORM_DIRECT,,smctr.adoc,The number of records that can be held in the buffer depends upon both the implementation (the maxim
LLM_NEW_HIGH_CONF,CTR_RASEMU_SUPPORT,,0.0,NORM_CSR_RW,,smctr.adoc,"When the optional __x__ctrctl.RASEMU bit is implemented and set to 1, transfer recording behavior is"
LLM_NEW_HIGH_CONF,CTR_TRANSFER_TYPE_FILTER_SUPPORT,,0.0,NORM_CSR_RW,,smctr.adoc,All transfer type filter bits are optional.
LLM_NEW_MEDIUM_CONF,CYCLE_COUNT_MODE_TRANSITION_TIMING,,0.0,NORM_DIRECT,,smcntrpmf.adoc,the change of privilege mode may be reported as occurring in any one of those cycles (possibly diffe
LLM_NEW_MEDIUM_CONF,DEBUG_CSR_ACCESS_EXCEPTION,,0.0,NORM_DIRECT,,priv-csrs.adoc,Implementations should raise illegal-instruction exceptions on machine-mode access to the latter set
LLM_NEW_HIGH_CONF,DEBUG_MODE_IMPLEMENTED,,0.0,NORM_DIRECT,,priv-intro.adoc,Implementations may also include a debug mode to support off-chip debugging and/or manufacturing tes
LLM_NEW_HIGH_CONF,EGSMAX_VL_CONSTRAINT,,0.0,NORM_DIRECT,,v-st-ext.adoc,"When AVL > VLMAX, the value of `vl` must be set to either VLMAX or a positive integer multiple of EG"
LLM_NEW_HIGH_CONF,EGS_VL_CONSTRAINT,,0.0,NORM_DIRECT,,v-st-ext.adoc,"When an operand is a vector of element groups, the `vl` setting must correspond to an integer multip"
LLM_NEW_HIGH_CONF,ENDIANNESS_LITTLE_OR_BIG,,0.0,NON_ISA,,rv32.adoc,The EEI will define whether the memory system is little-endian or big-endian.
LLM_NEW_MEDIUM_CONF,ENTROPY_SOURCE_STANDARD_COMPLIANCE,,0.0,NORM_DIRECT,,scalar-crypto.adoc,An implementation of the entropy source should meet at least one of the following requirements sets
LLM_NEW_MEDIUM_CONF,FCVTMOD_RM_RESERVED_BEHAVIOR,,0.0,NORM_DIRECT,,zfa.adoc,Other _rm_ values are _reserved_.
LLM_NEW_HIGH_CONF,FLD_FSD_ATOMIC_ALIGNMENT,,0.0,NORM_DIRECT,,d-st-ext.adoc,FLD and FSD are only guaranteed to execute atomically if the effective address is naturally aligned
LLM_NEW_HIGH_CONF,FLEN,,0.0,NORM_DIRECT,,d-st-ext.adoc,"The D extension widens the 32 floating-point registers, `f0-f31`, to 64 bits (FLEN=64 in <<fprs>>"
LLM_NEW_HIGH_CONF,FP_WIDE_LOAD_STORE_SPLIT_STRATEGY,,0.0,NORM_DIRECT,,rvwmo.adoc,A floating-point load or store of more than XLEN bits may also be decomposed into a set of component
LLM_NEW_HIGH_CONF,FRACTIONAL_LMUL_SUPPORT,,0.0,NORM_CSR_WARL,,v-st-ext.adoc,Implementations must provide fractional LMUL settings that allow the narrowest supported type to occ
LLM_NEW_HIGH_CONF,GEILEN,,0.0,NORM_DIRECT,,hypervisor.adoc,"GEILEN may be zero, in which case VGEIN may be read-only zero."
LLM_NEW_HIGH_CONF,HGATP_MODE_SUPPORT,,0.0,NORM_CSR_WARL,,hypervisor.adoc,Implementations are not required to support all defined MODE settings when HSXLEN=64.
LLM_NEW_HIGH_CONF,HINT_SXLEN_PARAM,,0.0,NORM_DIRECT,,supervisor.adoc,When such a HINT is executed with XLEN < SXLEN and bits SXLEN..XLEN of the destination register not
LLM_NEW_HIGH_CONF,HSTATEEN_C_TYPE,,0.0,NORM_CSR_RW,,smstateen.adoc,"Each standard-defined bit of a `stateen` CSR is WARL and may be read-only zero or one, subject to th"
LLM_NEW_HIGH_CONF,HSTATEEN_FCSR_TYPE,,0.0,NORM_CSR_RW,,smstateen.adoc,"Each standard-defined bit of a `stateen` CSR is WARL and may be read-only zero or one, subject to th"
LLM_NEW_HIGH_CONF,HSTATEEN_SE0_TYPE,,0.0,NORM_DIRECT,,smstateen.adoc,Bit 63 of each `hstateen` CSR is always writable (not read-only).
LLM_NEW_HIGH_CONF,HSXLEN,,0.0,NORM_DIRECT,,hypervisor.adoc,we use the term _HSXLEN_ to refer to the effective XLEN when executing in HS-mode
LLM_NEW_HIGH_CONF,HVIP_LCOFI_IMPLEMENTED,,0.0,NORM_DIRECT,,smcdeleg.adoc,"For implementations that support Smcdeleg/Ssccfg, Sscofpmf, Smaia/Ssaia, and the H extension, the LC"
LLM_NEW_HIGH_CONF,HYPERVISOR_EXTENSION,,0.0,NORM_DIRECT,,ssdbltrp.adoc,"If the hypervisor extension is additionally implemented, then the extension adds the `henvcfg`.DTE ("
LLM_NEW_HIGH_CONF,IALIGN,,0.0,NORM_DIRECT,,c-st-ext.adoc,"The C extension allows 16-bit instructions to be freely intermixed with 32-bit instructions, with th"
LLM_NEW_HIGH_CONF,ILEN,,0.0,NORM_DIRECT,,intro.adoc,We use the term ILEN (measured in bits) to refer to the maximum instruction length supported by an i
LLM_NEW_HIGH_CONF,INTERRUPTS_ALLOWED_IN_PUSHPOP,,0.0,NORM_DIRECT,,zc.adoc,It is implementation defined whether interrupts can also be taken during the sequence execution.
LLM_NEW_HIGH_CONF,JVT_MODE_SUPPORT,,0.0,NORM_CSR_WARL,,zc.adoc,"jvt.mode is a WARL field, so can only be programmed to modes which are implemented."
LLM_NEW_HIGH_CONF,LMUL_SUPPORT,,0.0,NORM_CSR_WARL,,v-st-ext.adoc,"Implementations must support LMUL integer values of 1, 2, 4, and 8."
LLM_NEW_HIGH_CONF,MCOUNTEREN_FIELDS,,0.0,NORM_CSR_RW,,machine.adoc,"all fields are *WARL* and may be read-only zero, indicating reads to the corresponding counter will "
LLM_NEW_HIGH_CONF,MCTRCTL_FIELD_SUPPORT,,0.0,NORM_CSR_RW,,smctr.adoc,"All fields are optional except for M, S, U, and BPFRZ. All unimplemented fields are read-only 0, whi"
LLM_NEW_HIGH_CONF,MCYCLECFG_PRIVILEGE_MODE_BITS,,0.0,NORM_CSR_RW,,smcntrpmf.adoc,"For each bit in 61:58, if the associated privilege mode is not implemented, the bit is read-only zer"
LLM_NEW_HIGH_CONF,MEDELEG_DELEGATABLE_EXCEPTIONS,,0.0,NORM_CSR_WARL,,machine.adoc,"An implementation can choose to subset the delegatable traps, with the supported delegatable bits fo"
LLM_NEW_HIGH_CONF,MEMORY_ENDIANNESS,,0.0,NORM_DIRECT,,intro.adoc,"RISC-V base ISAs have either little-endian or big-endian memory systems, with the privileged archite"
LLM_NEW_HIGH_CONF,MENVCFG_CBIE,,0.0,NORM_CSR_WARL,,cmo.adoc,if (((priv_mode != M) && (m{csrname}.CBIE == 00)) || ((priv_mode == U) && (s{csrname}.CBIE == 00)))
LLM_NEW_HIGH_CONF,MENVCFG_CBIE_LEGAL_VALUES,,0.0,NORM_CSR_WARL,,machine.adoc,The `CBIE` (Cache Block Invalidate instruction Enable) WARL field to `menvcfg` to control execution
LLM_NEW_HIGH_CONF,MHPMEVENT_XINH_IMPLEMENTED,,0.0,NORM_CSR_RW,,sscofpmf.adoc,"For each ``x``INH bit, if the associated privilege mode is not implemented, the bit is read-only zer"
LLM_NEW_HIGH_CONF,MIDELEG_DELEGATABLE_INTERRUPTS,,0.0,NORM_CSR_WARL,,machine.adoc,"An implementation can choose to subset the delegatable traps, with the supported delegatable bits fo"
LLM_NEW_HIGH_CONF,MIDELEG_LCOFI_IMPLEMENTED,,0.0,NORM_CSR_RW,,smcdeleg.adoc,"It is optional whether the LCOFI bit (bit 13) in each of `mideleg` and `hideleg`, which allows all L"
